Customer ID,Name,Gender,Age,Income (USD),Income Stability,Profession,Loan Amount Request (USD),Dependents,Property ID,Location,Property Price,Loan Sanction Amount (USD)
C-20511,Melita Freund,F,46,2775.54,Low,Commercial associate,33591.84,2,510,Semi-Urban,49984.27,26873.47
C-31957,Evelina Hough,M,41,1400.49,Low,Working,38395.85,1,602,Semi-Urban,67393.07,26877.09
C-43494,Maricela Hutton,M,65,1638.57,High,Pensioner,31630.53,2,201,Semi-Urban,40800.73,26885.95
C-6861,Ghislaine Dambrosia,M,43,1971.6,Low,State servant,38417.02,3,839,Semi-Urban,53526.81,26891.91
C-31253,Samantha Moone,F,18,3219.69,Low,Commercial associate,41398.05,2,604,Rural,52119.59,26908.73
C-1199,Kristen Bye,M,29,983.78,Low,Working,35879.1,1,795,Semi-Urban,56069.11,26909.32
C-24108,Evelyne Hullinger,F,42,2356.98,Low,Commercial associate,38450.46,2,376,Urban,48943.33,26915.32
C-4217,Damaris Skow,M,63,2966.48,Low,State servant,38457.57,1,238,Rural,58330.15,26920.3
C-36427,Sybil Valenzuela,F,65,2541.39,High,Pensioner,38462.51,2,424,Semi-Urban,42897.48,26923.76
C-11419,Alan Razo,M,58,1313.24,Low,Commercial associate,38464.47,2,244,Semi-Urban,56929.38,26925.13
C-32314,Rosia Krogh,F,60,1694.84,Low,Working,41434.85,3,569,Semi-Urban,72720.49,26932.65
C-9020,Vannesa Venema,F,33,3132.74,Low,Working,41436.94,3,98,Semi-Urban,63403.3,26934.01
C-3619,Pamula Musselwhite,F,52,1751.27,Low,Working,38480.45,4,776,Rural,47685.72,26936.31
C-32070,Dulcie Delapaz,M,18,1370.23,Low,Commercial associate,38482.01,2,531,Semi-Urban,43866.05,26937.41
C-38945,Mariana Fink,F,18,1914.4,Low,Working,33672.65,2,120,Rural,52404.28,26938.12
C-13849,Giselle Pavon,F,25,3097.95,Low,Commercial associate,38488.89,3,374,Semi-Urban,62554.47,26942.22
C-23798,Deeann Heldt,M,27,1889.91,Low,Working,41459.76,3,177,Semi-Urban,47616,26948.84
C-15321,Clarinda Boddie,F,39,1950.04,Low,Commercial associate,33688.3,1,538,Rural,60660.3,26950.64
C-30347,Vera Engstrom,M,40,3484.89,Low,Working,41465.64,2,895,Semi-Urban,60494.36,26952.67
C-30450,Kizzy Mccool,F,31,3394.24,Low,Working,38507.62,2,932,Rural,51366.26,26955.33
C-11577,Joaquin Rothe,F,56,1658.35,Low,Working,41490.4,2,274,Semi-Urban,58987.45,26968.76
C-19369,Francis Fitting,F,65,929.08,High,Pensioner,41495.51,1,947,Semi-Urban,50633.86,26972.08
C-11265,Cherri Beckmann,M,60,1391.29,High,Pensioner,41501.37,0,725,Semi-Urban,70320.81,26975.89
C-27567,Gilda Polen,M,54,1968.89,Low,Commercial associate,41505.71,3,947,Urban,73349.87,26978.71
C-29656,Merideth Beaulieu,M,18,853.61,Low,State servant,38545.55,0,331,Rural,48499.4,26981.88
C-14314,Jennette Lebsock,M,41,2475.78,Low,Commercial associate,33728.66,2,854,Semi-Urban,43996.75,26982.93
C-3683,Joseph Hardesty,F,28,1581.74,Low,Commercial associate,41524.12,2,541,Rural,76361.83,26990.68
C-33863,Jennette Atkins,M,40,1660.21,Low,Working,41534.99,2,67,Semi-Urban,61465.7,26997.74
C-25234,Luisa Ragin,F,47,1096.87,Low,State servant,33747.45,2,96,Semi-Urban,60467.82,26997.96
C-36016,Kendrick Watrous,M,18,1749.97,Low,Working,38584.45,2,8,Rural,69310.49,27009.12
C-31973,Caleb Hofer,F,54,3297.6,Low,State servant,38594.4,4,539,Semi-Urban,65076.89,27016.08
C-15550,Zoe Sprankle,M,64,2449.07,High,Pensioner,38600.05,2,74,Semi-Urban,59302.9,27020.04
C-1038,Jonas Ramos,F,18,3431.4,Low,Commercial associate,38610.92,0,744,Semi-Urban,58849.33,27027.64
C-30673,Eilene Pulver,F,18,1474.01,Low,Working,38611.69,2,157,Semi-Urban,68550.31,27028.18
C-28008,Sadie Straughter,M,65,2958.76,High,Pensioner,36041.47,0,894,Semi-Urban,49808.79,27031.1
C-37198,Genie Houseknecht,M,46,4396.14,Low,Working,33792.42,7,192,Semi-Urban,49634.04,27033.94
C-14721,Elsa Pio,F,40,1922.84,Low,Working,38625.1,2,129,Semi-Urban,65035.02,27037.57
C-10553,Mickey Borel,F,57,1431.42,Low,Working,41596.92,1,967,Urban,50505.64,27038
C-7782,Brian Ligon,M,51,4189.9,Low,Commercial associate,36058.45,1,702,Rural,54140.31,27043.84
C-31829,Raina Skipworth,M,42,2013.11,Low,Commercial associate,38637.84,2,592,Semi-Urban,53728.37,27046.49
C-5406,Karri Pasko,M,51,1711.53,Low,Commercial associate,38638.03,2,479,Semi-Urban,66947.3,27046.62
C-34922,Polly Cockrum,F,20,3079.58,Low,Working,38646.85,2,957,Rural,45475.46,27052.8
C-35105,Nathalie Rayo,F,22,1059.62,Low,Working,38654.26,4,609,Rural,69423.35,27057.98
C-15410,Hilary Eisenman,F,31,1338.47,Low,Working,38659.63,2,375,Semi-Urban,50087.64,27061.74
C-25892,Carmon Kaspar,F,59,3103.28,Low,Working,41639.11,2,251,Semi-Urban,64339.14,27065.42
C-18987,Rebecka Duda,M,18,1327.75,Low,Working,38667.21,2,816,Semi-Urban,52065.48,27067.05
C-40631,Britteny Newhall,M,18,945.97,Low,Working,38668.39,3,468,Rural,68821.86,27067.87
C-33124,Delcie Torgeson,F,18,1684.38,Low,Working,41655.6,4,920,Semi-Urban,51738.59,27076.14
C-2829,Dusty Rodenberger,M,18,1645.32,Low,Working,41660.56,3,925,Urban,53746.73,27079.36
C-38506,Shyla Nickell,M,60,1834.82,Low,Working,38689.6,3,192,Rural,60385.64,27082.72
C-6233,Albertha Bittner,F,59,3068.89,Low,Commercial associate,38698.32,2,496,Semi-Urban,58011.41,27088.82
C-11675,Joseph Starns,F,47,3218.09,Low,Working,41677.37,2,809,Semi-Urban,70446.14,27090.29
C-9314,Cami Troester,F,65,1178.08,High,Pensioner,36129.5,2,913,Semi-Urban,67147.17,27097.12
C-12371,Kerri Densmore,M,36,2075.06,Low,Working,41689.36,2,205,Semi-Urban,52826.61,27098.08
C-37494,Bryce Allinder,M,63,2444.74,High,Pensioner,38716.88,2,447,Semi-Urban,57252.06,27101.82
C-34728,Pauletta Nardone,F,44,2834.37,Low,Working,38725.3,1,309,Urban,49793.3,27107.71
C-6163,Laureen Oatis,F,29,2450.5,Low,Commercial associate,41708.06,1,500,Semi-Urban,49324.99,27110.24
C-39573,Steve Corbell,F,44,2245.9,Low,Working,41712.51,2,740,Semi-Urban,61964.7,27113.13
C-35528,Iliana Verrett,F,38,1748.51,Low,Commercial associate,38733.59,4,167,Semi-Urban,46953.32,27113.51
C-20335,Scottie Kinch,M,49,3138.83,Low,Working,41731.59,2,913,Semi-Urban,71864.29,27125.53
C-21493,Maudie Hardesty,F,36,2225.55,Low,Working,41737.68,0,582,Rural,55349.44,27129.49
C-15547,Iliana Beaulieu,F,50,2178.93,Low,Commercial associate,41745.06,1,310,Urban,54119.56,27134.29
C-36007,Lakiesha Buzbee,F,39,1503.25,Low,Commercial associate,41753.44,3,550,Rural,56159.16,27139.74
C-39045,Marlena Cadieux,F,37,1208.98,Low,Working,33926.44,2,182,Semi-Urban,55152.25,27141.15
C-34385,Denise Wymore,M,35,1244.15,Low,Commercial associate,38773.85,1,536,Semi-Urban,57218.54,27141.69
C-32090,Riley Chattin,F,25,1395.23,Low,Working,38784.96,1,127,Rural,70402.77,27149.47
C-925,Gay Slaugh,F,48,2988.7,Low,Working,36209.96,2,832,Semi-Urban,67033.78,27157.47
C-38022,Gilda Drewry,M,45,3129.84,Low,Commercial associate,38807.64,4,786,Semi-Urban,45187.84,27165.35
C-31658,Karoline Jolliff,M,62,2017,Low,Working,33957.17,3,104,Semi-Urban,59879.56,27165.74
C-36047,Lolita Stutts,F,54,1911.35,Low,Working,38809.63,1,316,Rural,64129.52,27166.74
C-6851,Guy Noblitt,M,63,2391.86,Low,Commercial associate,38823.16,2,464,Urban,47951.33,27176.21
C-27744,Delcie Tullius,M,62,2515.04,High,Pensioner,33970.7,1,39,Rural,54200.47,27176.56
C-22228,Annika Smock,M,64,3106.44,Low,Commercial associate,41810.23,2,688,Semi-Urban,65703.37,27176.65
C-26968,Dorotha Lofthouse,M,39,2128.39,Low,Working,38827.19,1,618,Rural,73101.76,27179.03
C-30106,Bridget Taube,M,63,2150.23,Low,Working,38828.12,2,211,Semi-Urban,49329.85,27179.68
C-23312,Neoma Kovach,F,23,2553.25,Low,Working,41816.71,3,597,Semi-Urban,67170.28,27180.86
C-4227,Ming Clinard,F,25,3278.27,Low,Working,38836.73,2,517,Semi-Urban,71279.87,27185.71
C-41195,Joaquin Couture,F,60,1000.44,High,Pensioner,38843.92,2,705,Semi-Urban,43645.16,27190.74
C-28305,Benny Pelosi,F,18,1694.53,Low,Commercial associate,41837.3,3,458,Rural,75416.35,27194.25
C-20225,Zoe Dagenhart,M,35,1547.63,Low,Working,38854.93,2,444,Semi-Urban,48345.31,27198.45
C-40827,Kathey Duda,F,54,1538.53,Low,Working,38859.57,1,814,Semi-Urban,45396.65,27201.7
C-34391,Alma Edgar,M,20,3655.3,Low,Working,38867.56,2,94,Semi-Urban,59090.78,27207.29
C-33941,Danica Majewski,M,42,2480.3,Low,Commercial associate,41858.04,1,815,Semi-Urban,78096.5,27207.73
C-8025,Neoma Silva,F,43,1595.63,Low,Working,41884.6,3,835,Semi-Urban,68713.4,27224.99
C-27231,Levi Youngquist,M,20,2244.84,Low,Commercial associate,41888.13,1,168,Semi-Urban,59155.07,27227.28
C-27991,Pamula Kapoor,M,43,3173.48,Low,Working,38898.65,2,699,Semi-Urban,58432.83,27229.06
C-39194,Lesia Wyrick,F,19,5121.47,Low,Commercial associate,36309.67,2,117,Urban,62320.92,27232.25
C-27847,Alyson Lemoine,M,54,2513.88,Low,Commercial associate,38903.23,2,473,Semi-Urban,50192.21,27232.26
C-32750,Mellissa Bow,F,57,1176.22,Low,State servant,38914.87,2,950,Semi-Urban,61551.06,27240.41
C-35978,Mara Bartle,M,50,1641.03,Low,Working,34058.32,4,62,Semi-Urban,52113.15,27246.66
C-21207,Delcie Borel,M,45,2716.92,Low,Working,41930.89,4,247,Semi-Urban,73682.25,27255.08
C-26553,Noe Scroggins,M,31,1472.48,Low,Working,38943.9,2,669,Rural,63066.75,27260.73
C-39841,Luvenia Krueger,M,61,3245.17,Low,Working,38946.37,1,636,Semi-Urban,69376.4,27262.46
C-33511,Ming Motz,M,44,2408.55,Low,Working,38953.22,3,765,Semi-Urban,64081.17,27267.25
C-35364,Shawanda Grabert,M,18,999.67,Low,Working,38954.61,2,174,Semi-Urban,57490.61,27268.23
C-37104,Genaro Conine,M,64,2006.3,Low,Commercial associate,41960.17,4,498,Semi-Urban,50075.92,27274.11
C-32084,Granville Styers,M,65,1952.67,High,Pensioner,38966.75,2,770,Rural,49873.88,27276.72
C-36094,Greta Joye,F,27,1917.8,Low,Working,41968.98,3,668,Semi-Urban,73608.29,27279.84
C-7081,Sidney Lanford,F,27,1994.75,Low,Working,36377.37,2,705,Urban,42834.39,27283.03
C-4279,Genoveva Boxx,F,18,1589.81,Low,Working,41977.39,0,502,Semi-Urban,59194.74,27285.3
C-34597,Migdalia Helbing,F,29,1545.9,Low,Working,38980.78,2,770,Semi-Urban,52602.45,27286.55
C-28603,Darlena Vancleave,F,56,1230.35,Low,Commercial associate,41990.28,2,27,Semi-Urban,56727.71,27293.68
C-13778,Solomon Whitby,F,21,1352.22,Low,Working,41990.84,4,886,Semi-Urban,56721.51,27294.05
C-25071,Dwain Bettcher,F,27,1392.18,Low,Working,38995.72,2,360,Semi-Urban,60785.15,27297
C-14455,Serafina Bischoff,M,50,1942.48,Low,Commercial associate,39006.09,2,900,Semi-Urban,73480.21,27304.26
C-2086,Stefany Torrence,F,44,2283.62,Low,State servant,39008.57,2,314,Semi-Urban,43448.54,27306
C-30372,Joaquin Heyen,M,23,3004.67,Low,Working,39010.84,1,193,Rural,45058.34,27307.59
C-26112,Cornelia Raglin,M,23,3540.67,Low,Commercial associate,34177.94,0,658,Urban,54652.76,27342.35
C-3578,Maryanna Titcomb,M,60,1389.73,Low,Working,42072.24,2,374,Semi-Urban,55783.55,27346.96
C-37792,Aaron Pulver,M,65,2320.62,High,Pensioner,42077.2,1,770,Semi-Urban,46820.82,27350.18
C-33776,Bulah Lares,M,23,1343.22,Low,State servant,42083.87,1,365,Semi-Urban,57067.48,27354.52
C-9840,Elke Costillo,F,22,1038.87,Low,State servant,42084.16,5,786,Semi-Urban,59440.68,27354.7
C-7973,Brenton Saraiva,F,41,1589.92,Low,Working,34195.87,2,721,Semi-Urban,41337.56,27356.7
C-5721,Kyla Scherrer,F,45,3002.13,Low,Commercial associate,42092.79,0,37,Semi-Urban,59785.5,27360.31
C-24275,Aracely Hollenbach,M,63,2872.52,Low,Working,42098.3,2,657,Semi-Urban,58757.87,27363.9
C-15776,Stefany Plante,F,32,2853.55,Low,Working,39100.5,4,525,Semi-Urban,59792.19,27370.35
C-31301,Miguelina Beaulieu,M,61,1314.7,High,Pensioner,36499.23,2,459,Semi-Urban,69190.41,27374.42
C-26932,Sid Diller,F,37,3460.52,Low,Working,39119.74,3,400,Urban,51513.05,27383.82
C-7461,Jong Howlett,M,30,2484.17,Low,Commercial associate,36521.08,3,772,Semi-Urban,63041.38,27390.81
C-11485,Tyesha Ibarra,F,48,2115.85,Low,Working,42146.05,2,965,Semi-Urban,56751.95,27394.93
C-32054,Melania Stebbins,F,43,1869.65,Low,State servant,34243.66,2,612,Semi-Urban,50998,27394.93
C-32365,Ozella Halfacre,F,64,3307.99,Low,Working,39142.61,2,984,Semi-Urban,55479.09,27399.83
C-24727,Mayra Boddie,M,38,1688.49,Low,Working,39149.32,3,99,Semi-Urban,53735.22,27404.52
C-11451,Francie Flick,F,22,2311.51,Low,Working,42162.41,2,134,Semi-Urban,72695.54,27405.57
C-1750,Anisha Dao,F,53,2196.58,Low,Working,39155.53,1,926,Rural,54419.18,27408.87
C-30061,Kathey Julian,F,28,1053.66,Low,Commercial associate,36547.84,2,687,Semi-Urban,44729.85,27410.88
C-4252,Francis Lubinski,F,22,1840.81,Low,State servant,34264.96,2,322,Rural,58980.64,27411.97
C-31513,Dwain Kibby,M,27,4337.17,Low,Commercial associate,39166.71,1,651,Semi-Urban,54569.16,27416.7
C-40200,Magdalena Mosley,M,47,1717.58,Low,Commercial associate,42182.95,2,781,Semi-Urban,62295.19,27418.92
C-7256,Larae Mcandrews,M,32,2077.42,Low,State servant,39170.18,2,527,Semi-Urban,72169.5,27419.13
C-4909,Melinda Yarber,F,63,2518.02,High,Pensioner,42186.13,1,892,Rural,64124,27420.98
C-17429,Setsuko Loos,F,60,1373.1,High,Pensioner,39173.99,2,994,Semi-Urban,60212.13,27421.79
C-15955,Janelle Goodloe,M,42,1996.91,Low,State servant,34279.04,3,354,Semi-Urban,44712.93,27423.23
C-34876,Travis Goya,F,58,1366.57,Low,Working,42197.55,3,588,Semi-Urban,54852.77,27428.41
C-7958,Jennette Jimison,F,23,1287.2,Low,State servant,36571.35,2,841,Semi-Urban,46444.56,27428.51
C-1511,Angla Litz,F,18,1399.45,Low,Working,42200.24,2,389,Semi-Urban,75543.41,27430.16
C-11496,Traci Mcnemar,F,27,1668.4,Low,Commercial associate,39187.66,1,772,Semi-Urban,60266.79,27431.36
C-33209,Kelsie Moone,F,48,2155.42,Low,Commercial associate,34295.38,3,337,Semi-Urban,60934.32,27436.3
C-5527,Joseph Earp,M,37,2233.59,Low,Working,39197.28,1,855,Semi-Urban,63225.26,27438.1
C-18134,Sidney Wyse,M,18,1604.43,Low,Working,42221.81,3,197,Semi-Urban,63586.49,27444.18
C-22106,Cecille Bittinger,F,26,3859.58,Low,Working,39208.3,2,558,Rural,73937.58,27445.81
C-24261,Brandon Renteria,F,61,746.12,High,Pensioner,34307.82,2,327,Semi-Urban,48765.56,27446.26
C-27689,Nana Tarr,M,18,1351.92,Low,Working,42229.4,2,839,Semi-Urban,51750.82,27449.11
C-39839,Narcisa Mullenax,M,61,758.15,High,Pensioner,34312.56,2,638,Semi-Urban,64070.8,27450.05
C-17462,Lien Coryell,F,63,1423.67,High,Pensioner,39217.19,1,539,Semi-Urban,49068.01,27452.03
C-39098,Lorinda Stronach,F,43,970.54,Low,Working,39223.71,1,751,Semi-Urban,47599.45,27456.6
C-21680,Erich Cimino,F,63,1844.87,High,Pensioner,39224.14,2,215,Semi-Urban,64820.7,27456.9
C-39371,Karri Benningfield,F,18,1753.8,Low,Working,39229.05,1,830,Semi-Urban,66347.44,27460.34
C-1809,Gertrud Bender,F,53,1969.47,Low,Working,42248.58,2,313,Semi-Urban,50600.52,27461.58
C-39809,Markita Rojo,F,39,1146.39,Low,Working,39236.34,2,927,Rural,51677.95,27465.44
C-7402,Pauletta Richart,M,39,2455.74,Low,Working,39243.7,2,242,Rural,45901.44,27470.59
C-31238,Florance Dorner,F,18,3519.53,Low,Commercial associate,42265.55,2,893,Semi-Urban,69792.09,27472.61
C-4618,Frederica Gipe,M,61,1854.18,Low,Working,39247.79,4,98,Semi-Urban,70614.35,27473.45
C-23300,Ilda Mcclean,M,33,2642.24,Low,Commercial associate,42274.06,5,635,Semi-Urban,58303.74,27478.14
C-45000,Humberto Browder,F,54,1533.41,Low,Working,36638.59,2,209,Semi-Urban,53087.61,27478.94
C-33278,Desire Farris,M,65,697.48,High,Pensioner,36648.97,2,372,Rural,48500.89,27486.73
C-36076,Marietta Remo,M,49,1318.47,Low,Working,42291.55,1,779,Semi-Urban,62285.07,27489.51
C-13346,Shyla Barlow,F,37,2421.86,Low,Working,39278.29,2,156,Semi-Urban,55279.26,27494.8
C-36000,Riley Gall,F,32,1102.61,Low,Working,39282.4,2,52,Semi-Urban,67738.84,27497.68
C-1416,Aletha Lindamood,M,65,1529.48,High,Pensioner,34372.17,2,830,Semi-Urban,59309.1,27497.74
C-10085,Gerard Angeles,F,36,1262.79,Low,Commercial associate,39282.8,0,307,Semi-Urban,58456.24,27497.96
C-17347,Gilda Medders,F,18,2023.17,Low,Working,42306.07,3,290,Rural,71994.34,27498.95
C-39682,Viva Dunker,F,64,1490.59,Low,Working,39284.55,3,662,Semi-Urban,52113.06,27499.18
C-20726,Damaris Armbruster,M,65,1252.32,High,Pensioner,36665.74,1,241,Semi-Urban,55222.07,27499.3
C-28206,Keva Necessary,M,65,1635,High,Pensioner,39293.46,0,820,Semi-Urban,68997.25,27505.42
C-3309,Laureen Tramel,F,18,1988.16,Low,Working,42317.98,2,405,Semi-Urban,55845.87,27506.69
C-23666,Krystin Metheny,F,57,1899.56,Low,Working,39300.47,3,317,Semi-Urban,74198.85,27510.33
C-34839,Krystin Trotta,F,18,1359.85,Low,Working,36687.91,4,814,Semi-Urban,40806.67,27515.93
C-30660,Aisha Simmers,M,18,1803.58,Low,Working,42335.22,2,115,Semi-Urban,49934.71,27517.89
C-41244,Bulah Constable,F,35,837.26,Low,State servant,39311.3,3,822,Semi-Urban,57823.95,27517.91
C-34382,Magdalena Thomas,M,24,1585.61,Low,Commercial associate,39313.23,2,58,Semi-Urban,72967.08,27519.26
C-18582,Verna Ver,M,31,1515.08,Low,Commercial associate,39319.89,2,517,Semi-Urban,72370.59,27523.92
C-30080,Perry Towne,M,39,1661.14,Low,Working,39322.2,2,867,Semi-Urban,73044.07,27525.54
C-17469,Genoveva Goya,F,65,3323.18,High,Pensioner,34410.75,2,173,Rural,59436.28,27528.6
C-6683,Joyce Schacherer,F,52,2432.76,Low,Commercial associate,39342.02,4,537,Semi-Urban,58228.94,27539.41
C-4289,Gay Bruneau,F,47,2795.43,Low,State servant,39346.8,4,755,Semi-Urban,74328.89,27542.76
C-36790,Opal Gayer,F,18,1115.65,Low,Commercial associate,42377.36,4,43,Rural,57410.64,27545.28
C-8065,Lida Immel,M,61,1232.12,Low,Working,42391.03,4,176,Semi-Urban,51559.36,27554.17
C-2513,Elza Defore,F,39,1814.85,Low,Working,42413.28,5,473,Semi-Urban,53653.32,27568.63
C-499,Emmy Hoopes,M,65,1570.26,High,Pensioner,39393.24,1,540,Semi-Urban,72743.31,27575.27
C-38248,Guadalupe Manrique,F,40,1357.46,Low,Working,39395.31,2,658,Semi-Urban,63562.57,27576.72
C-18936,Zoe Clepper,F,26,2192.85,Low,Commercial associate,36773.98,2,618,Urban,65480.38,27580.48
C-34737,Genie Klopfer,F,65,2001.46,High,Pensioner,34484.01,2,65,Semi-Urban,48349.4,27587.21
C-11630,Phung Soltis,M,18,2080.31,Low,Working,39414.99,2,548,Rural,50450.22,27590.49
C-37856,Sid Shores,F,48,2945.96,Low,Working,36791.93,4,290,Semi-Urban,53812.78,27593.95
C-30895,Jenni Gargano,M,47,1293.58,Low,Working,39420.77,4,149,Semi-Urban,68478.01,27594.54
C-36457,Oneida Taube,M,63,2021.21,Low,Working,36806.94,2,614,Semi-Urban,62156.15,27605.2
C-32336,Dorine Pennel,M,25,1599.83,Low,Working,42470.48,2,394,Semi-Urban,66377.45,27605.81
C-30764,Araceli Janes,M,52,2902.49,Low,Working,39436.97,3,231,Rural,53545.34,27605.88
C-20809,Donya Ziebarth,F,37,1056.6,Low,Working,39454.18,2,410,Rural,60703.46,27617.93
C-42482,Karri Dale,F,61,1868.37,High,Pensioner,36834.17,1,754,Semi-Urban,68252.35,27625.63
C-39553,Jeannette Guidroz,M,61,1627.61,High,Pensioner,34534.5,2,930,Semi-Urban,44845.43,27627.6
C-9200,Delores Pfarr,M,64,1387.1,High,Pensioner,34535.75,1,667,Rural,47835.85,27628.6
C-40752,Rasheeda Burch,F,45,1009.57,Low,Working,36840.41,2,92,Semi-Urban,45018.17,27630.31
C-4816,Danny Martensen,F,38,1921.64,Low,Commercial associate,36843.2,4,467,Semi-Urban,44039.33,27632.4
C-37832,Milagros Neihoff,F,64,2001.96,High,Pensioner,42520.32,2,787,Semi-Urban,68389.1,27638.21
C-43625,Cami Hauff,M,38,1884.54,Low,Working,34549.38,2,561,Semi-Urban,45689.19,27639.5
C-45514,Clayton Wigington,F,65,2311.54,High,Pensioner,27640.07,1,870,Semi-Urban,30494.04,27640.07
C-23464,Alethia Campo,F,25,2137.73,Low,Working,39486.3,2,489,Semi-Urban,73538.41,27640.41
C-36108,Alanna Eshleman,M,33,3369.36,Low,Commercial associate,36856.55,3,505,Semi-Urban,43956.86,27642.41
C-36520,Franklin Maher,M,33,6421.16,Low,Commercial associate,36858.18,2,89,Semi-Urban,58549.99,27643.64
C-22256,Tawana Neihoff,F,18,1912.72,Low,Working,39497.59,3,780,Rural,58822.27,27648.31
C-30648,Gertrud Tootle,M,26,821.85,Low,Working,39505.9,2,612,Rural,69321.06,27654.13
C-224,Miguelina Mattinson,M,56,2341.37,Low,Working,42547.84,3,869,Semi-Urban,47104.74,27656.1
C-29413,America Calderwood,M,21,1305.37,Low,Working,39510.7,4,866,Rural,60987.83,27657.49
C-37433,Brittaney Kyser,F,18,1603.4,Low,Working,36880.07,1,502,Semi-Urban,50880.01,27660.05
C-14378,Gerry Capito,F,65,1308.92,High,Pensioner,36890.93,2,387,Semi-Urban,60661.02,27668.2
C-20460,Nan Follmer,M,45,2002.55,Low,Commercial associate,39544.77,0,158,Semi-Urban,59149.95,27681.34
C-10113,Barbie Temme,M,64,1123.07,High,Pensioner,34602.91,1,9,Rural,43923.91,27682.33
C-32603,Meghann Mahler,M,51,1553.8,Low,Commercial associate,34607.23,4,78,Semi-Urban,49433.16,27685.78
C-26906,Carina Bruce,M,56,1314.52,Low,Working,39551.97,0,474,Rural,61229.5,27686.38
C-35045,Bryce Kirkham,F,21,985.38,Low,Working,39555.43,1,538,Rural,59474.05,27688.8
C-23040,Camelia Rudloff,F,48,1382.08,Low,State servant,34616.41,4,942,Semi-Urban,54540.55,27693.13
C-17315,Leeanne Diem,F,20,1362.55,Low,Working,42621.56,2,820,Rural,49283.5,27704.01
C-31190,Dusty Huddle,F,18,2671.8,Low,Working,42628.09,2,878,Semi-Urban,60531.95,27708.26
C-14985,Cami Crosier,F,65,3074.46,High,Pensioner,36950.76,2,51,Urban,49679.45,27713.07
C-9241,Alva Dunker,F,35,1448.54,Low,Working,34655.45,2,458,Semi-Urban,61457.54,27724.36
C-20413,Rocky Verrett,M,38,1287.75,Low,State servant,42655.97,3,822,Rural,60713.89,27726.38
C-14331,Lida Kaspar,F,18,3475.41,Low,Working,34661.26,1,672,Semi-Urban,64833.84,27729.01
C-4013,Alethia Zeiler,F,39,1188.08,Low,Commercial associate,39615.7,2,962,Semi-Urban,49273.24,27730.99
C-14039,Darlena Emery,F,65,1268.12,High,Pensioner,42667.85,2,23,Semi-Urban,78634.01,27734.1
C-39791,Albertha Ruse,F,57,2304.81,Low,Working,39625.58,3,515,Semi-Urban,50585.97,27737.91
C-29214,Aracely Priester,M,58,1298.73,Low,Commercial associate,36985.84,0,290,Semi-Urban,57718.45,27739.38
C-8055,Alva Munday,F,18,2083.32,Low,Working,42677.12,3,38,Semi-Urban,60736.38,27740.13
C-5253,Felicita Kampf,M,54,2698.25,Low,Working,39638,0,722,Semi-Urban,70416.61,27746.6
C-7562,Margurite Heatherly,M,39,1599.38,Low,Working,34684.77,3,311,Semi-Urban,52062.95,27747.82
C-16345,Lois Haan,F,34,1666.13,Low,State servant,39653.7,0,379,Semi-Urban,48974.76,27757.59
C-7538,Luetta Tramel,M,18,1512.12,Low,Working,39659.44,0,505,Rural,61234.8,27761.61
C-1629,Keitha Fiedler,F,18,1248.43,Low,State servant,42718.74,3,510,Semi-Urban,71930.81,27767.18
C-38679,Granville Stupka,F,54,2130.3,Low,Commercial associate,42718.74,3,907,Semi-Urban,57840.44,27767.18
C-534,Mayra Borel,M,55,1198.97,Low,Working,42719.98,0,641,Semi-Urban,74124.28,27767.99
C-15885,Fanny Pharr,F,24,738.32,Low,Working,39669.15,1,150,Rural,71043.44,27768.4
C-32520,Charlesetta Biederman,F,46,1997.29,Low,Working,42722.89,2,469,Rural,80376.07,27769.88
C-33135,Adolfo Goolsby,F,45,2856.27,Low,Working,34713.93,2,635,Semi-Urban,58305.18,27771.14
C-19616,Kristen Gabler,M,65,1094.3,High,Pensioner,34719.64,2,142,Semi-Urban,61786.36,27775.71
C-41159,Brendan Bramblett,F,18,3297.34,Low,Commercial associate,42734.31,2,561,Semi-Urban,65589.63,27777.3
C-38100,Noe Policastro,M,59,2089.38,Low,Working,42736.96,2,14,Rural,56937.94,27779.02
C-11601,Wiley Cogdill,M,31,1411.23,Low,Working,42742.09,2,376,Semi-Urban,73150.91,27782.36
C-10187,Wes Caudill,M,18,1022.01,Low,Working,39691.61,1,24,Semi-Urban,45354.63,27784.13
C-9152,Kiyoko Mellon,F,53,1365.17,Low,Commercial associate,39706.15,1,163,Semi-Urban,58984.57,27794.3
C-31151,Joyce Olivier,F,61,2064.17,Low,Working,39707.71,3,813,Semi-Urban,49560.12,27795.4
C-37890,Sybil Duhart,M,61,2379.09,Low,Commercial associate,34746.57,3,470,Semi-Urban,52536.26,27797.26
C-22777,Faustina Piermarini,F,36,2721.88,Low,Commercial associate,39712.82,0,358,Semi-Urban,59069.8,27798.97
C-18013,Paulene Bean,M,34,1246.35,Low,Working,42769.05,2,631,Rural,80882.8,27799.88
C-8631,Jena Weitzel,M,32,2680.45,Low,Working,39720.38,0,270,Semi-Urban,51181.82,27804.27
C-35898,Julius Patt,M,53,1634.22,Low,Commercial associate,39724.77,1,550,Semi-Urban,47921.28,27807.34
C-34458,Illa Finnerty,F,65,1611.26,High,Pensioner,39726.88,2,467,Semi-Urban,52054.43,27808.82
